City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
202,Beloha,MG,2022-09-20 18:17:33,-25.1667,45.05,72.57,66,0,10.56
203,Luocheng,CN,2022-09-20 18:17:34,29.3848,104.0286,65.66,87,100,1.3
204,Isangel,VU,2022-09-20 18:12:48,-19.55,169.2667,74.01,87,5,6.44
205,Evensk,RU,2022-09-20 18:12:22,61.95,159.2333,47.7,96,100,25.79
206,North Platte,US,2022-09-20 18:17:35,41.1239,-100.7654,92.37,37,0,8.99
207,Antalaha,MG,2022-09-20 18:17:35,-14.9003,50.2788,69.01,81,11,9.71
208,Port Macquarie,AU,2022-09-20 18:14:04,-31.4333,152.9167,56.89,80,99,8.7
209,Kambi,GR,2022-09-20 18:17:36,39.2177,20.8998,74.91,70,12,0.27
210,Bokoro,TD,2022-09-20 18:17:36,12.3807,17.0568,84.7,63,97,12.24
211,Andenes,NO,2022-09-20 18:17:37,69.3143,16.1194,42.93,81,75,9.22
212,Guozhen,CN,2022-09-20 18:17:38,34.3659,107.359,57.06,88,72,0.83
213,Victoria,HK,2022-09-20 18:11:55,22.2855,114.1577,84.38,77,71,10.0
214,Nishihara,JP,2022-09-20 18:14:47,26.1842,127.7558,78.08,76,40,19.57
215,Kodra,UA,2022-09-20 18:17:38,50.5949,29.5587,48.22,97,100,10.13
216,Touros,BR,2022-09-20 18:12:36,-5.1989,-35.4608,82.17,61,67,17.87
217,Sisimiut,GL,2022-09-20 18:14:11,66.9395,-53.6735,37.78,83,96,9.86
218,Mahebourg,MU,2022-09-20 18:13:00,-20.4081,57.7,71.89,83,40,10.36
219,Balc,RO,2022-09-20 18:17:39,47.2833,22.5333,46.36,90,54,2.91
220,Katsuura,JP,2022-09-20 18:08:12,35.1333,140.3,66.99,88,100,22.3
221,Beckley,US,2022-09-20 18:16:07,37.7782,-81.1882,78.67,60,40,10.36
222,Sambek,RU,2022-09-20 18:17:40,47.7431,39.8308,63.68,52,80,7.85
223,Gerash,IR,2022-09-20 18:17:41,27.6652,54.1371,84.34,22,12,3.56
224,Aksarka,RU,2022-09-20 18:17:41,66.5606,67.7975,49.95,98,100,11.1
225,Soyo,AO,2022-09-20 18:17:41,-6.1349,12.3689,74.26,83,28,8.68
226,Gazli,UZ,2022-09-20 18:17:29,40.1333,63.45,80.83,16,0,7.4
227,Mahibadhoo,MV,2022-09-20 18:16:40,3.7833,72.9667,81.1,77,39,9.64
228,Angoche,MZ,2022-09-20 18:17:42,-16.2325,39.9086,75.6,80,0,16.46
229,Djibo,BF,2022-09-20 18:17:43,14.1022,-1.6306,81.1,67,100,14.58
230,Yulara,AU,2022-09-20 18:11:59,-25.2406,130.9889,56.48,45,0,7.94
231,Valencia,ES,2022-09-20 18:17:31,39.3333,-0.8333,75.76,59,31,6.73
232,Pahrump,US,2022-09-20 18:17:44,36.2083,-115.9839,82.44,21,0,11.99
233,Te Anau,NZ,2022-09-20 18:17:44,-45.4167,167.7167,43.07,95,87,1.25
234,Muzhi,RU,2022-09-20 18:17:44,65.3667,64.6667,53.31,81,49,16.62
235,Ulaangom,MN,2022-09-20 18:17:45,49.9811,92.0667,51.98,47,74,0.78
236,Atasu,KZ,2022-09-20 18:17:45,48.6814,71.6433,59.0,20,44,11.01
237,Kutum,SD,2022-09-20 18:13:18,14.2,24.6667,79.34,46,96,7.99
238,Arman,RU,2022-09-20 18:12:21,59.7,150.1667,39.97,91,100,9.75
239,Gacko,BA,2022-09-20 18:17:46,43.1672,18.5353,43.27,74,17,6.15
240,La Rochelle,FR,2022-09-20 18:17:47,46.1667,-1.15,66.27,42,0,11.5
241,Tura,IN,2022-09-20 18:17:47,25.5198,90.2201,74.32,93,85,6.11
242,Caravelas,BR,2022-09-20 18:12:12,-17.7125,-39.2481,78.22,62,77,9.84
243,Marawi,PH,2022-09-20 18:17:48,7.9986,124.2928,70.12,93,100,1.3
244,Borgarnes,IS,2022-09-20 18:17:49,64.5383,-21.9206,55.81,95,100,5.39
245,Boyuibe,BO,2022-09-20 18:17:49,-20.4167,-63.2833,66.52,65,100,4.07
246,San Jose De Guanipa,VE,2022-09-20 18:17:50,8.8872,-64.1651,89.38,52,56,3.2
247,Juneau,US,2022-09-20 18:15:43,58.3019,-134.4197,53.22,93,100,12.66
248,Tsumeb,NA,2022-09-20 18:13:01,-19.2333,17.7167,72.68,14,0,6.73
249,Bud,US,2022-09-20 18:13:03,39.447,-86.1758,86.9,68,2,4.47
250,Leh,IN,2022-09-20 18:17:52,34.1667,77.5833,56.68,32,35,5.61
251,Tuatapere,NZ,2022-09-20 18:17:53,-46.1333,167.6833,47.97,93,100,1.63
252,Faya,SA,2022-09-20 18:15:24,18.3851,42.4509,68.11,65,88,7.78
253,Thompson,CA,2022-09-20 18:13:00,55.7435,-97.8558,44.76,93,100,12.66
254,Aswan,EG,2022-09-20 18:17:53,24.0934,32.907,89.22,26,0,9.6
255,Celestun,MX,2022-09-20 18:17:54,20.8667,-90.4,85.41,65,2,9.62
256,Mizdah,LY,2022-09-20 18:17:54,31.4451,12.9801,90.95,12,62,6.44
257,Linqing,CN,2022-09-20 18:17:55,36.8456,115.7117,56.75,65,0,5.41
258,San Cristobal,VE,2022-09-20 18:17:55,7.7669,-72.225,78.98,41,29,3.0
259,Vila Do Maio,CV,2022-09-20 18:17:56,15.1333,-23.2167,83.19,74,85,12.91
260,Gamboma,CG,2022-09-20 18:17:56,-1.8764,15.8644,76.89,81,67,4.03
261,Narasannapeta,IN,2022-09-20 18:17:57,18.4167,84.05,78.04,87,82,4.18
262,San Policarpo,PH,2022-09-20 18:17:57,12.1791,125.5072,78.8,81,100,4.43
263,La Macarena,CO,2022-09-20 18:17:58,2.1837,-73.7849,94.98,38,85,2.86
264,Svetlogorsk,BY,2022-09-20 18:17:59,52.6333,29.7333,47.28,88,83,5.35
265,Suzun,RU,2022-09-20 18:13:51,53.7841,82.3116,54.09,68,91,4.41
266,Menongue,AO,2022-09-20 18:13:12,-14.6585,17.691,73.42,16,0,5.77
267,Talnakh,RU,2022-09-20 18:17:59,69.4865,88.3972,25.52,77,86,6.89
268,Iracoubo,GF,2022-09-20 18:18:00,5.4802,-53.2011,83.16,76,81,11.52
269,Abha,SA,2022-09-20 18:18:00,18.2164,42.5053,67.82,37,20,12.66
270,Lidkoping,SE,2022-09-20 18:18:01,58.5052,13.1577,50.02,83,7,2.95
271,Elat,IL,2022-09-20 18:18:02,29.5581,34.9482,87.64,35,0,5.75
272,Tangwani,PK,2022-09-20 18:18:02,28.2787,68.9972,86.67,32,0,7.74
273,Nikolskoye,RU,2022-09-20 18:13:15,59.7035,30.7861,51.69,95,100,3.33
274,Saint George,US,2022-09-20 18:08:39,37.1041,-113.5841,86.43,24,0,4.0
275,Vidim,RU,2022-09-20 18:18:03,56.4088,103.1106,42.67,91,100,11.88
276,Voh,NC,2022-09-20 18:18:04,-20.9667,164.7,68.81,91,0,2.44
277,Lapithos,CY,2022-09-20 18:18:04,35.3375,33.1792,77.29,72,5,13.31
278,Nioro,GM,2022-09-20 18:15:16,13.35,-15.75,77.14,91,100,5.35
279,Khawhai,IN,2022-09-20 18:18:05,23.3667,93.1167,59.88,99,42,0.69
280,Kahului,US,2022-09-20 18:12:17,20.8947,-156.47,82.42,66,20,17.27
281,Dukat,RU,2022-09-20 18:18:06,62.55,155.55,34.32,100,100,4.05
282,Lashio,MM,2022-09-20 18:15:26,22.9333,97.75,67.51,99,81,1.16
283,Agbor,NG,2022-09-20 18:18:08,6.2518,6.1934,74.71,95,88,3.67
284,Mount Gambier,AU,2022-09-20 18:13:36,-37.8333,140.7667,53.55,80,100,5.35
285,Lakatoro,VU,2022-09-20 18:18:09,-16.0999,167.4164,77.5,82,13,8.72
286,Bac Lieu,VN,2022-09-20 18:16:04,9.285,105.7244,78.48,85,100,11.23
287,Leshan,CN,2022-09-20 18:18:10,29.5623,103.7639,66.97,83,100,2.46
288,Malakal,SS,2022-09-20 18:18:10,9.5334,31.6605,75.2,84,44,1.14
289,Bedele,ET,2022-09-20 18:18:11,8.456,36.353,55.08,95,98,3.38
290,Moussoro,TD,2022-09-20 18:18:12,13.6408,16.4901,94.14,20,45,4.25
291,Escanaba,US,2022-09-20 18:14:21,45.7453,-87.0646,78.51,73,0,9.22
292,Narovchat,RU,2022-09-20 18:18:13,53.8765,43.6946,51.51,67,70,4.32
293,Frederiksberg,DK,2022-09-20 18:18:14,55.6794,12.5346,55.22,71,32,8.05
294,Darhan,MN,2022-09-20 18:18:14,49.4867,105.9228,46.78,78,77,7.31
295,Zhigansk,RU,2022-09-20 18:14:07,66.7697,123.3711,28.22,89,33,14.52
296,Arraial Do Cabo,BR,2022-09-20 18:13:19,-22.9661,-42.0278,75.06,69,0,13.8
