City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
570,Cosautlan,MX,68.92,overcast clouds,19.3333,-96.9833,Hacienda El León de Cosautlán
571,Dali,CN,61.09,overcast clouds,25.7,100.1833,Dali Travelling With Hostel
572,Dixon,US,79.99,clear sky,38.4455,-121.8233,Best Western Plus Dixon Davis
577,Los Llanos De Aridane,ES,71.35,few clouds,28.6585,-17.9182,Valle Aridane
578,Ihosy,MG,61.72,broken clouds,-22.4,46.1167,Tamana hôtel
580,Santa Isabel Do Rio Negro,BR,79.23,broken clouds,-0.4139,-65.0192,Hotel GSA
584,Kathmandu,NP,70.02,broken clouds,27.7167,85.3167,Hotel Shanker Kathmandu
585,Balikpapan,ID,74.39,scattered clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
586,Ternate,ID,80.92,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
587,Mahibadhoo,MV,80.71,broken clouds,3.7833,72.9667,Omadhoo Inn
588,Kokoda,PG,84.09,overcast clouds,-8.8785,147.7407,Daito Guest House
589,Puerto Escondido,MX,79.7,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
590,Mersin,TR,74.61,clear sky,36.862,34.6509,Nostalgia Boutique Hotel
591,Tarakan,ID,74.7,light intensity shower rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
592,Benghazi,LY,81.43,few clouds,32.1167,20.0667,Tibesti Hotel
593,Yenagoa,NG,74.41,light rain,4.9247,6.2642,Aridolf Resort Wellness and Spa
595,Gresik,ID,76.91,overcast clouds,-7.1539,112.6561,SPOT ON 2479 Berkah Residence Syariah
597,Cairns,AU,85.1,overcast clouds,-16.9167,145.7667,Mantra Trilogy Cairns
598,La Romana,DO,80.24,overcast clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
599,Itapecerica Da Serra,BR,70.29,overcast clouds,-23.7169,-46.8492,Miraluna
600,Ron,IN,68.76,overcast clouds,15.6667,75.7333,Sangalad Lodging
601,Sokoto,NG,78.53,scattered clouds,13.0609,5.239,Grand Ibro Hotel
602,Malya,TZ,73.98,broken clouds,-2.9833,33.5167,Magodi lodge
603,Salamiyah,SY,71.15,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
604,Mkushi,ZM,70.88,few clouds,-13.6202,29.3939,Mkushi Police Club
605,Gariaband,IN,72.97,overcast clouds,20.635,82.0614,हंसराज ट्रैक्टर
609,Kingsburg,US,82.38,clear sky,36.5138,-119.554,Fairfield Inn & Suites by Marriott Selma Kingsburg
611,Chingola,ZM,69.44,few clouds,-12.529,27.8838,Protea Hotel by Marriott Chingola
612,Goya,AR,62.71,overcast clouds,-29.14,-59.2626,Apart Costanera Goya
616,Along,IN,73.13,overcast clouds,28.1667,94.7667,Hotel West
619,Faya,SA,66.72,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
620,Kelso,US,87.58,clear sky,46.1468,-122.9084,GuestHouse Kelso Longview
621,Marquette,US,78.78,clear sky,46.5333,-87.6335,Al Quaal Lodge
623,Mangaratiba,BR,70.66,broken clouds,-22.9597,-44.0406,Portobello Resort & Safari
624,Jacareacanga,BR,84.42,broken clouds,-6.2222,-57.7528,Casa do Ian😎
625,Cuajinicuilapa,MX,78.01,overcast clouds,16.4667,-98.4167,Pozo S. XVI
627,Sao Joao Da Barra,BR,75.29,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
630,Elizabeth City,US,84.99,broken clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
632,Koratagere,IN,66.97,overcast clouds,13.5228,77.2331,HALLIMANE HOTEL
633,Pacific Grove,US,73.38,few clouds,36.6177,-121.9166,Lovers Point Inn
636,San Quintin,MX,74.17,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
637,Bequimao,BR,75.7,broken clouds,-2.4489,-44.7825,Casa Dom Joaquim
638,Wad Madani,SD,81.27,overcast clouds,14.4012,33.5199,فندق يوغسلافيا
640,Hiroshima,JP,62.64,overcast clouds,34.3963,132.4594,Oriental Hotel Hiroshima
641,Manakara,MG,65.73,scattered clouds,-22.1333,48.0167,La Residence Manakara
647,Shetpe,KZ,71.24,clear sky,44.1667,52.1167,Rtsm Shetpe Analog
648,Jinchang,CN,60.71,broken clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
649,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
651,Kempsey,AU,60.94,overcast clouds,-31.0833,152.8333,Park Drive Motel
652,Sompeta,IN,78.62,broken clouds,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
653,Saint-Georges,GD,80.28,scattered clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
655,Yantzaza,EC,75.79,overcast clouds,-3.8278,-78.7594,HOTEL ALEJANDRO YANTZAZA
657,Tual,ID,81.7,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
659,Jian,CN,69.96,overcast clouds,27.1172,114.9793,Luling International Hotel
660,Sidrolandia,BR,74.39,broken clouds,-20.9319,-54.9614,Agropet São Francisco
661,Tala,EG,69.67,clear sky,30.6803,30.9429,Batol is sleeping
662,Hailey,US,84.88,scattered clouds,43.5196,-114.3153,Wood River Inn & Suites
664,Wajir,KE,76.37,scattered clouds,1.7471,40.0573,Mahatallah Hotel
665,Bull Savanna,JM,79.97,scattered clouds,17.8868,-77.5902,Big Red's
668,Funtua,NG,70.16,light rain,11.5233,7.3081,Sani Jikan Mallam Hotel
671,Morgan City,US,89.01,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
674,Iranshahr,IR,82.22,clear sky,27.2025,60.6848,نیک سرشت
675,Itatuba,BR,77.81,few clouds,-7.375,-35.6283,Casa Nunes
676,Pouembout,NC,82.62,clear sky,-21.1333,164.9,Camping de Tipenga
677,Shenjiamen,CN,71.91,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
678,Tougan,BF,72.72,overcast clouds,13.0667,-3.0667,Hôtel SMAK
680,Banjar,ID,76.53,overcast clouds,-8.19,114.9675,The Hamsa Resort
681,Kantunilkin,MX,79.65,broken clouds,21.0917,-87.45,Posada Paraiso
690,Meulaboh,ID,75.33,overcast clouds,4.1363,96.1285,Kost Pria
693,Kalmunai,LK,79.39,clear sky,7.4167,81.8167,VS Villa
696,Nanzhang,CN,61.45,overcast clouds,31.7765,111.8386,Longmenkezhan
697,Sao Filipe,CV,78.96,scattered clouds,14.8961,-24.4956,Hotel Xaguate
699,Oranjestad,AW,85.95,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
700,Wajid,SO,73.96,broken clouds,3.8093,43.2471,xamdihotelresturant114
701,Garden City,US,75.92,heavy intensity rain,42.3256,-83.331,Big Trees Mobile Home Community
702,Rajpipla,IN,73.53,scattered clouds,21.8667,73.5,Lal Tower Govt. Guest House
703,Kashi,CN,67.21,few clouds,39.4547,75.9797,帕米尔青年旅舍
706,Oriximina,BR,86.77,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
707,Itacarambi,BR,83.12,broken clouds,-15.1022,-44.0919,POUSADA CAMALEÃO
708,Ramnagar,IN,74.64,scattered clouds,29.4,79.1167,Leisure Vacation Myrica Hotel
