City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Yar-Sale,RU,66.8333,70.8333,39.02,73,97,18.86,overcast clouds
346,Komsomolskiy,UZ,40.4272,71.7189,70.52,46,71,4.61,broken clouds
347,Yagodnoye,RU,62.55,149.6667,22.35,87,34,6.15,scattered clouds
348,Geraldton,AU,-28.7667,114.6,50.41,93,9,5.75,clear sky
349,Pauini,BR,-7.7136,-66.9764,100.22,27,99,4.72,overcast clouds
350,Kedrovyy,RU,56.1667,91.8167,46.87,81,100,5.26,overcast clouds
351,Saint-Pierre,RE,-21.3393,55.4781,69.48,73,0,6.91,clear sky
352,Kamakhyanagar,IN,20.9333,85.55,76.86,94,28,2.98,scattered clouds
353,Yovon,TJ,38.3141,69.0378,67.68,23,0,5.77,clear sky
354,Nemuro,JP,43.3236,145.575,54.97,77,0,2.51,clear sky
355,Port Pirie,AU,-33.1833,138.0167,55.49,95,92,3.69,overcast clouds
356,Jinchang,CN,38.4953,102.1739,59.14,30,0,2.3,clear sky
357,Narsaq,GL,60.9167,-46.05,48.42,54,39,4.97,scattered clouds
358,Tromso,NO,69.6496,18.957,46.42,93,75,19.57,light intensity shower rain
359,San Roque,ES,36.2107,-5.3842,72.43,73,20,6.91,few clouds
360,Kashi,CN,39.4547,75.9797,65.41,68,99,6.71,overcast clouds
361,Pangody,RU,65.85,74.4859,43.36,78,100,15.55,overcast clouds
362,Samarai,PG,-10.6167,150.6667,79.05,82,100,11.5,overcast clouds
363,Aguada De Pasajeros,CU,22.385,-80.8508,90.93,50,34,7.47,scattered clouds
364,Pasco,US,28.292,-82.4165,91.26,72,52,5.01,broken clouds
365,Matamoros,MX,25.5333,-103.25,86.11,41,75,6.91,broken clouds
366,Hambantota,LK,6.1241,81.1185,79.41,83,36,14.56,scattered clouds
367,Mackenzie,CA,55.2999,-123.1698,57.42,54,0,3.44,clear sky
368,Namibe,AO,-15.1961,12.1522,66.02,88,95,10.78,overcast clouds
369,San Juan,AR,-31.5375,-68.5364,58.62,28,51,11.34,broken clouds
370,Dullewala,PK,31.8359,71.4362,91.99,29,0,8.95,clear sky
371,Caen,FR,49.0833,-0.4167,59.22,77,0,3.44,clear sky
372,Paralimni,CY,35.0375,33.9833,76.14,76,7,3.0,clear sky
373,Jimo,CN,36.3897,120.4622,64.18,72,0,4.47,clear sky
374,Plouzane,FR,48.3833,-4.6167,57.52,85,0,8.05,clear sky
375,Kamenka,RU,51.3223,42.7678,52.32,78,100,1.12,overcast clouds
376,Berlevag,NO,70.8578,29.0864,46.4,81,75,28.77,broken clouds
377,Kenai,US,60.5544,-151.2583,52.14,75,0,4.61,clear sky
378,Shitanjing,CN,39.2342,106.3439,53.33,43,0,7.43,clear sky
379,Mandiana,GN,10.6333,-8.6833,73.83,93,96,4.34,overcast clouds
380,Ostrovnoy,RU,68.0531,39.5131,42.35,78,100,13.15,overcast clouds
381,Manali,IN,13.1667,80.2667,86.09,67,16,10.2,few clouds
382,Brownwood,US,31.7093,-98.9912,98.6,39,0,8.86,clear sky
383,Lodja,CD,-3.4833,23.4333,69.33,99,100,2.73,overcast clouds
384,Chara,RU,56.9064,118.2631,35.29,85,100,1.12,overcast clouds
385,Neiafu,TO,-18.65,-173.9833,77.68,83,40,9.22,scattered clouds
386,Ust-Tsilma,RU,65.441,52.1498,37.0,86,5,7.11,clear sky
387,Alihe,CN,50.5667,123.7167,41.49,91,100,1.97,overcast clouds
388,Opuwo,NA,-18.0607,13.84,71.78,28,0,7.92,clear sky
389,Fallon,US,39.4735,-118.7774,60.67,55,75,5.75,broken clouds
390,Saldanha,ZA,-33.0117,17.9442,57.38,80,6,8.03,clear sky
391,Great Bend,US,38.3645,-98.7648,77.13,62,0,27.63,clear sky
392,Camacupa,AO,-12.0167,17.4833,68.83,70,100,7.23,overcast clouds
393,Canico,PT,32.6333,-16.85,75.83,73,40,13.8,scattered clouds
394,Tuy Hoa,VN,13.0833,109.3,76.42,90,99,3.58,overcast clouds
395,Caldwell,US,43.6629,-116.6874,68.18,51,0,8.05,clear sky
396,Sinnamary,GF,5.3833,-52.95,83.82,72,23,14.99,few clouds
397,Angoche,MZ,-16.2325,39.9086,75.18,75,0,13.44,clear sky
398,Daryapur,IN,20.9333,77.3333,74.97,90,100,9.01,moderate rain
399,Austin,US,30.2672,-97.7431,98.33,41,0,5.75,clear sky
400,Lima,PE,-12.0432,-77.0282,62.85,68,75,6.91,broken clouds
401,Portland,US,45.5234,-122.6762,76.15,51,75,5.99,broken clouds
402,Inirida,CO,3.8653,-67.9239,78.08,91,94,2.21,overcast clouds
403,Jingdezhen,CN,29.2947,117.2079,68.83,72,100,1.97,overcast clouds
404,Oga,IT,46.4631,10.347,43.34,87,37,2.59,scattered clouds
405,Clyde River,CA,70.4692,-68.5914,30.43,80,75,5.75,broken clouds
406,Schwarzenbek,DE,53.5,10.4833,54.88,84,100,3.74,overcast clouds
407,Naberera,TZ,-4.2,36.9333,64.94,65,79,13.24,broken clouds
408,Isabela,PH,6.7085,121.9711,78.48,86,100,1.34,heavy intensity rain
409,Nara,JP,34.6851,135.8049,68.5,53,100,4.9,overcast clouds
410,Pangnirtung,CA,66.1451,-65.7125,42.8,45,20,6.91,few clouds
411,Griffith,US,41.5284,-87.4237,91.06,67,40,11.5,scattered clouds
412,Mikuni,JP,36.2171,136.1519,62.51,72,100,2.46,overcast clouds
413,Joshimath,IN,30.5667,79.5667,68.27,92,100,1.21,overcast clouds
414,Maniitsoq,GL,65.4167,-52.9,38.07,93,100,14.81,light rain
415,Yuli,NG,9.6989,10.2744,75.18,88,83,2.48,broken clouds
416,Pemangkat,ID,1.1667,108.9667,77.58,82,48,3.49,scattered clouds
417,Tessalit,ML,20.1986,1.0114,96.15,20,64,11.1,broken clouds
418,Mainit,PH,9.535,125.5231,79.34,80,100,3.76,overcast clouds
419,Kushmurun,KZ,52.4503,64.6311,65.19,40,0,4.45,clear sky
420,Grafton,US,42.207,-71.6856,73.15,70,100,9.22,overcast clouds
421,Cumpas,MX,29.9833,-109.7833,86.0,50,3,0.56,clear sky
422,Morondava,MG,-20.2833,44.2833,75.72,85,0,12.08,clear sky
423,Pisco,PE,-13.7,-76.2167,68.05,64,0,12.66,clear sky
424,Atikokan,CA,48.7555,-91.6216,45.84,79,100,10.96,overcast clouds
425,Erdaojiang,CN,41.7764,126.0319,44.44,80,59,4.18,broken clouds
426,Stryn,NO,61.9045,6.7226,58.1,76,100,8.28,overcast clouds
427,Nurmijarvi,FI,60.4641,24.8073,49.28,82,75,5.75,broken clouds
428,Champua,IN,22.0833,85.6667,74.8,95,97,5.79,overcast clouds
429,Tingi,TZ,-11.3,35.0333,66.51,59,37,9.44,scattered clouds
430,Taoudenni,ML,22.6783,-3.9836,93.0,34,10,21.56,light rain
431,Touho,NC,-20.7833,165.2333,73.99,77,76,11.81,broken clouds
432,Baykit,RU,61.67,96.37,34.27,97,100,5.08,snow
433,Tilichiki,RU,60.4667,166.1,40.33,79,98,23.62,overcast clouds
434,Mayumba,GA,-3.432,10.6554,75.33,86,95,9.26,light rain
435,Non Thai,TH,15.1981,102.0358,75.06,89,100,3.33,overcast clouds
436,Uyskoye,RU,54.3775,60.0047,58.62,35,100,3.85,overcast clouds
437,Seymchan,RU,62.8833,152.4333,31.84,96,100,3.02,overcast clouds
438,Leningradskiy,RU,69.3833,178.4167,32.76,94,46,18.99,scattered clouds
439,Trincomalee,LK,8.5711,81.2335,80.4,76,5,15.39,clear sky
440,Zlobin,HR,45.2924,14.6541,51.1,47,0,4.61,clear sky
441,Itoman,JP,26.1247,127.6694,79.57,80,40,8.05,scattered clouds
442,Cururupu,BR,-1.8283,-44.8683,84.81,60,29,7.11,scattered clouds
443,Krusevac,RS,43.58,21.3339,50.36,81,95,4.88,overcast clouds
444,Pachelma,RU,53.2443,43.3521,53.87,96,100,4.61,overcast clouds
445,Chernyshevskiy,RU,63.0128,112.4714,23.86,87,67,2.66,broken clouds
446,Lengshuitan,CN,26.4111,111.5956,65.66,61,98,2.86,overcast clouds
447,Burns Lake,CA,54.2331,-125.7533,54.82,34,98,2.66,overcast clouds
448,Camacha,PT,33.0833,-16.3333,71.02,73,20,6.91,few clouds
449,Codajas,BR,-3.8367,-62.0569,100.4,25,99,2.08,overcast clouds
450,Buraydah,SA,26.326,43.975,91.85,11,16,10.29,few clouds
451,Santa Cruz,BO,-17.8,-63.1667,89.06,57,40,5.75,scattered clouds
452,Paragominas,BR,-2.9667,-47.4833,98.78,24,30,5.93,scattered clouds
453,Muzambinho,BR,-21.3758,-46.5256,82.02,39,41,7.16,scattered clouds
454,Gari,RU,59.4307,62.3497,49.68,80,100,7.23,overcast clouds
455,Uvinza,TZ,-5.1036,30.3911,75.92,44,55,2.15,broken clouds
456,Alofi,NU,-19.0595,-169.9187,75.09,88,100,8.05,overcast clouds
457,Guymon,US,36.6828,-101.4816,95.0,29,0,16.11,clear sky
458,Grand Junction,US,39.0639,-108.5507,69.21,77,100,6.91,light rain
459,Atlantic City,US,39.3643,-74.4229,85.17,56,0,9.22,clear sky
460,Adre,TD,13.4667,22.2,80.29,56,96,8.03,overcast clouds
461,Mizdah,LY,31.4451,12.9801,76.69,71,6,14.32,clear sky
462,Bud,US,39.447,-86.1758,94.68,53,7,14.29,clear sky
463,Faya,SA,18.3851,42.4509,68.11,51,87,3.24,overcast clouds
464,Brae,GB,60.3964,-1.353,56.23,95,100,14.54,light rain
465,Mangai,CD,-4.05,19.5333,72.09,94,100,1.07,light rain
466,Tonaya,MX,19.7833,-103.9667,81.0,64,100,2.48,overcast clouds
467,Birao,CF,10.2849,22.7882,76.03,84,3,3.0,clear sky
468,Mbandaka,CD,0.0487,18.2603,72.5,94,100,2.44,light rain
469,Port Moresby,PG,-9.4431,147.1797,74.62,94,40,3.44,scattered clouds
470,Yavas,RU,54.4159,42.8491,54.28,83,100,5.19,overcast clouds
471,Puerto Madryn,AR,-42.7692,-65.0385,51.3,72,95,22.68,light rain
472,Cozumel,MX,20.5083,-86.9458,89.67,75,75,6.91,broken clouds
473,Berberati,CF,4.2612,15.7922,69.62,97,98,2.06,moderate rain
474,Shalinskoye,RU,55.7228,93.7594,45.57,81,91,6.64,overcast clouds
475,Mandera,KE,3.9366,41.867,89.62,35,80,13.04,broken clouds
476,Banda Aceh,ID,5.5577,95.3222,78.73,79,99,11.32,light rain
477,Lasa,IT,46.6166,10.7002,45.46,80,3,0.51,clear sky
478,Harstad,NO,68.799,16.5293,51.62,99,100,20.0,overcast clouds
479,Makhinjauri,GE,41.6739,41.694,66.06,100,75,4.61,broken clouds
480,Keta,GH,5.9179,0.9879,79.02,86,100,10.33,light rain
481,Pimentel,PE,-6.8367,-79.9342,68.29,64,0,23.02,clear sky
482,Namatanai,PG,-3.6667,152.4333,78.08,78,100,2.39,overcast clouds
483,Rawson,AR,-43.3002,-65.1023,50.0,80,39,17.52,light rain
484,Ashland,US,40.8167,-82.2665,86.16,57,23,15.86,few clouds
485,Svetlyy,RU,54.675,20.1347,55.45,76,55,10.83,broken clouds
486,Sovetsk,RU,55.0839,21.8785,46.81,91,53,7.02,broken clouds
487,Meulaboh,ID,4.1363,96.1285,74.34,85,100,4.07,overcast clouds
488,Fort Nelson,CA,58.8053,-122.7002,58.59,55,40,5.75,scattered clouds
489,Saint-Joseph,RE,-21.3667,55.6167,68.38,76,19,12.37,few clouds
490,Hettstedt,DE,51.65,11.5,52.95,53,100,4.47,overcast clouds
491,Kindu,CD,-2.95,25.95,71.08,98,100,1.54,moderate rain
492,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,89,20,9.22,few clouds
493,Golden,US,39.7555,-105.2211,72.55,72,100,9.22,overcast clouds
494,Akureyri,IS,65.6835,-18.0878,53.53,66,40,5.75,scattered clouds
495,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,81,64,2.73,broken clouds
496,Preobrazheniye,RU,42.9019,133.9064,53.15,75,0,4.47,clear sky
497,Ahuimanu,US,21.4447,-157.8378,82.85,68,20,10.36,few clouds
498,Priboj,BA,44.6028,18.9314,48.04,85,77,3.89,broken clouds
499,Salalah,OM,17.0151,54.0924,80.69,89,75,6.91,broken clouds
500,Kawalu,ID,-7.3817,108.2082,72.37,97,100,1.28,light rain
501,Pinega,RU,64.7001,43.3936,37.98,91,24,2.66,few clouds
502,Vung Tau,VN,10.346,107.0843,79.92,84,100,12.8,overcast clouds
503,Varhaug,NO,58.6147,5.6457,56.89,89,100,8.34,overcast clouds
504,Don Benito,ES,38.9563,-5.8616,78.6,48,44,6.35,scattered clouds
505,Libreville,GA,0.3925,9.4537,77.85,82,100,8.75,overcast clouds
506,Tuatapere,NZ,-46.1333,167.6833,41.02,94,18,3.51,few clouds
507,Farafangana,MG,-22.8167,47.8333,68.94,89,42,10.42,light rain
508,Guaruja,BR,-23.9931,-46.2564,68.9,39,100,5.01,light intensity drizzle
509,Hargeysa,SO,9.56,44.065,78.85,45,46,8.37,scattered clouds
510,Maturin,VE,9.75,-63.1767,84.43,72,100,4.92,overcast clouds
511,Kodinsk,RU,58.6881,99.1844,34.86,78,100,4.29,overcast clouds
512,Dourados,BR,-22.2211,-54.8056,84.61,61,16,12.19,few clouds
513,Road Town,VG,18.4167,-64.6167,87.89,79,20,10.36,few clouds
514,Semnan,IR,35.5729,53.3971,77.61,28,17,4.05,few clouds
515,Beyneu,KZ,45.3167,55.2,72.91,20,0,12.75,clear sky
516,Dvinskoy,RU,62.1535,45.1175,41.92,94,9,2.77,clear sky
517,Zavyalovo,RU,54.5053,82.4484,58.35,54,44,8.48,scattered clouds
518,Zaraza,VE,9.3503,-65.3245,87.35,61,100,3.29,overcast clouds
519,Ambilobe,MG,-13.2,49.05,74.37,66,48,2.84,scattered clouds
520,Sooke,CA,48.3746,-123.7276,74.41,34,0,8.05,clear sky
521,Sioux Lookout,CA,50.1001,-91.917,48.27,71,75,11.5,broken clouds
522,Matagami,CA,49.7502,-77.6328,59.11,94,100,5.75,moderate rain
523,Takoradi,GH,4.8845,-1.7554,76.35,87,99,5.95,overcast clouds
524,Gisborne,NZ,-38.6533,178.0042,53.62,89,100,3.4,overcast clouds
525,Sarkand,KZ,45.41,79.9186,67.98,27,85,5.7,overcast clouds
526,Miramar,US,25.9873,-80.2323,91.4,74,75,10.36,broken clouds
527,Tacuarembo,UY,-31.7333,-55.9833,57.02,84,100,8.37,overcast clouds
528,Poum,NC,-20.2333,164.0167,75.0,74,4,4.45,clear sky
529,Turukhansk,RU,65.8167,87.9833,40.17,97,100,15.9,light rain
530,Wellington,NZ,-41.2866,174.7756,50.05,96,100,20.71,mist
531,Sampit,ID,-2.5333,112.95,74.46,95,100,1.92,overcast clouds
532,Monte Santo De Minas,BR,-21.1897,-46.9803,85.78,35,71,5.35,broken clouds
533,Palmer,US,42.1584,-72.3287,76.62,64,40,4.61,scattered clouds
534,Waddan,LY,29.1614,16.139,84.63,50,3,19.62,clear sky
535,Rundu,NA,-17.9333,19.7667,69.08,12,2,5.35,clear sky
536,Borovoy,RU,55.4333,86.0833,54.68,58,0,4.47,clear sky
537,Anito,PH,12.4497,125.2886,76.62,92,96,5.35,overcast clouds
538,Buchanan,LR,5.8808,-10.0467,75.99,90,67,8.3,light rain
539,Pringsewu,ID,-5.3582,104.9744,73.2,96,99,1.77,overcast clouds
540,Havelock,US,34.8791,-76.9013,87.98,62,20,6.91,few clouds
541,Cocorit,MX,27.5833,-109.9667,88.14,52,2,2.55,clear sky
542,Jalu,LY,29.0331,21.5482,92.91,13,5,7.76,clear sky
543,Corinto,GR,37.9407,22.9573,70.9,73,48,6.26,scattered clouds
544,Ewo,CG,-0.8725,14.8206,74.37,90,69,3.94,broken clouds
545,Snasa,NO,64.2457,12.3778,48.61,83,99,3.69,overcast clouds
546,Saveh,IR,35.0213,50.3566,83.08,17,4,4.0,clear sky
547,Amazar,RU,53.858,120.875,37.18,93,100,2.71,overcast clouds
548,College,US,64.8569,-147.8028,46.2,89,75,5.75,broken clouds
549,Pangai,TO,-19.8,-174.35,77.11,73,75,16.11,broken clouds
550,Kloulklubed,PW,7.0419,134.2556,83.5,70,95,4.16,overcast clouds
551,Umm Kaddadah,SD,13.6017,26.6876,91.35,15,15,10.87,few clouds
552,Teguldet,RU,57.3064,88.1667,50.2,85,100,8.99,overcast clouds
553,Enumclaw,US,47.2043,-121.9915,75.52,44,8,4.0,clear sky
554,Dudinka,RU,69.4058,86.1778,34.63,96,100,22.77,snow
555,Jeremie,HT,18.65,-74.1167,85.35,72,83,8.28,broken clouds
556,Laon,FR,49.5667,3.6667,53.62,60,49,3.36,scattered clouds
557,Ancud,CL,-41.8697,-73.8203,47.23,73,35,13.31,scattered clouds
558,Tungor,RU,53.3808,142.9564,45.0,86,93,12.44,overcast clouds
559,Tete,MZ,-16.1564,33.5867,86.09,35,0,5.75,clear sky
560,Muros,ES,42.7762,-9.0603,67.84,78,0,3.4,clear sky
561,Reserva,BR,-24.6503,-50.8506,60.49,99,100,0.92,overcast clouds
562,Aspindza,GE,41.5739,43.2483,59.56,88,78,2.35,broken clouds
563,Parana,AR,-31.732,-60.5238,64.74,48,96,8.66,light rain
564,Dillon,US,34.4166,-79.3712,94.1,32,0,4.94,clear sky
565,Lac Du Bonnet,CA,50.2536,-96.0612,52.92,58,100,13.24,overcast clouds
566,Zheshart,RU,62.0731,49.5733,40.23,96,7,3.49,clear sky
567,Vyazemskiy,RU,47.5378,134.7525,45.7,75,6,8.01,clear sky
568,Prijedor,BA,44.9814,16.7131,51.48,90,8,1.54,clear sky
569,Syedove,UA,47.0768,38.156,62.53,51,7,11.14,clear sky
570,Burnie,AU,-41.0667,145.9167,50.94,82,80,2.8,broken clouds
571,Andra,RU,62.5147,65.8878,50.52,78,100,14.52,light rain
572,Cristobal Obregon,MX,16.35,-93.5333,76.95,88,68,3.67,broken clouds
573,Beloha,MG,-25.1667,45.05,75.15,47,0,10.94,clear sky
574,Kanlagay,PH,5.8757,121.2915,80.67,75,100,0.94,overcast clouds
575,Muli,MV,2.9167,73.5667,82.13,73,16,8.7,few clouds
576,Prado,BR,-17.3411,-39.2208,77.5,76,13,15.43,few clouds
577,Natitingou,BJ,10.3042,1.3796,72.36,94,71,2.71,broken clouds
578,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,75,96,12.59,overcast clouds
579,Bilibino,RU,68.0546,166.4372,31.87,92,99,8.28,overcast clouds
580,Imeni Poliny Osipenko,RU,52.4201,136.4853,45.59,91,100,9.55,light rain
581,Soto,AR,-32.8107,-61.4026,60.04,34,100,14.54,light rain
582,Bandarbeyla,SO,9.4942,50.8122,77.76,88,44,19.53,scattered clouds
583,Korsakov,RU,46.6328,142.7813,30.04,72,0,1.68,clear sky
584,Glyadyanskoye,RU,54.9075,65.0883,60.19,27,17,3.91,few clouds
585,Gat,IL,31.61,34.7642,77.68,100,0,7.05,clear sky
586,Palu,ID,-0.8917,119.8707,74.1,95,100,3.11,overcast clouds
587,Iqaluit,CA,63.7506,-68.5145,38.93,93,100,3.44,overcast clouds
588,Outlook,CA,51.5001,-107.0513,59.23,34,0,4.63,clear sky
589,Almaznyy,RU,48.0448,40.045,58.66,43,100,5.53,overcast clouds
590,Xiaoweizhai,CN,26.1903,107.5125,64.72,82,82,2.91,broken clouds
591,Mangan,IN,27.5167,88.5333,72.43,86,52,3.85,broken clouds
592,Meadow Lake,US,34.8014,-106.5436,84.61,45,1,7.18,clear sky
593,Lavumisa,SZ,-27.31,31.892,60.69,85,88,1.36,overcast clouds
594,Kuala Lipis,MY,4.1842,102.0468,72.9,99,100,0.89,overcast clouds
595,Korem,ET,12.5058,39.5228,60.39,66,78,2.01,broken clouds
596,Pyapon,MM,16.2833,95.6833,75.58,94,100,5.91,overcast clouds
597,Medicine Hat,CA,50.0501,-110.6683,63.21,33,0,8.05,clear sky
598,Merauke,ID,-8.4667,140.3333,77.68,88,100,11.86,overcast clouds
599,Dufftown,GB,57.4333,-3.1333,58.48,80,100,5.66,overcast clouds
600,Hobyo,SO,5.3505,48.5268,76.98,91,69,18.75,broken clouds
601,Tarko-Sale,RU,64.9225,77.785,50.25,84,100,22.53,overcast clouds
602,Rassvet,RU,46.8333,40.75,62.6,52,100,3.31,overcast clouds
603,Bloomington,US,44.8408,-93.2983,69.53,52,75,21.85,broken clouds
604,Markivka,UA,49.5229,39.5705,55.67,51,72,6.42,broken clouds
605,Grand-Bourg,GP,15.8835,-61.3148,85.95,79,99,16.46,overcast clouds
606,Prince Albert,CA,53.2001,-105.7677,57.15,47,20,4.61,few clouds
607,Tepeojuma,MX,18.7167,-98.45,80.51,37,53,4.52,broken clouds
608,Ilulissat,GL,69.2167,-51.1,37.42,75,75,3.44,broken clouds
609,Qazvin,IR,36.2797,50.0049,71.22,30,0,0.0,clear sky
610,Mirnyy,RU,62.5353,113.9611,28.24,74,26,8.99,scattered clouds
611,Cooma,AU,-36.2333,149.1333,46.17,100,75,4.61,broken clouds
612,Pacific Grove,US,36.6177,-121.9166,73.81,72,75,8.01,broken clouds
613,Celano,IT,42.0855,13.5398,55.62,69,73,1.99,broken clouds
614,Grindavik,IS,63.8424,-22.4338,52.27,93,75,4.61,broken clouds
615,West Wendover,US,40.7391,-114.0733,76.21,27,0,13.8,clear sky
616,Antofagasta,CL,-23.65,-70.4,61.16,68,4,9.44,clear sky
617,Erenhot,CN,43.6475,111.9767,50.9,52,15,8.48,few clouds
618,Laguna,US,38.421,-121.4238,73.29,79,100,4.61,overcast clouds
619,Pleasanton,US,37.6624,-121.8747,74.79,59,75,8.05,broken clouds
620,Kiruna,SE,67.8557,20.2251,41.92,93,20,11.5,light intensity drizzle
621,Aktau,KZ,43.65,51.2,66.78,32,2,5.84,clear sky
622,Aquiles Serdan,MX,17.7833,-92.2833,83.21,73,80,5.19,broken clouds
623,Condado,CU,21.8767,-79.8403,87.46,63,41,0.4,scattered clouds
624,Starogard Gdanski,PL,53.964,18.5264,48.67,100,11,6.87,few clouds
625,Villa Union,MX,23.2,-106.2333,88.92,70,20,9.22,few clouds
626,Chapais,CA,49.7834,-74.8492,55.18,95,100,14.32,overcast clouds
627,Washington,US,47.5001,-120.5015,78.19,36,7,3.44,clear sky
628,Hamilton,US,39.1834,-84.5333,96.75,46,0,12.66,clear sky
629,Kilmallock,IE,52.4,-8.5772,61.16,84,100,7.0,overcast clouds
630,Belfast,GB,54.5833,-5.9333,61.39,88,40,6.91,scattered clouds
631,Marsh Harbour,BS,26.5412,-77.0636,84.36,72,0,16.75,clear sky
632,Staraya Poltavka,RU,50.4772,46.4814,63.05,86,100,6.58,overcast clouds
633,North Platte,US,41.1239,-100.7654,58.89,63,75,14.97,broken clouds
634,Harwich,GB,51.9419,1.2844,61.21,76,36,1.99,scattered clouds
635,Montoro,ES,38.0241,-4.3834,79.38,45,1,5.91,clear sky
636,Nishihara,JP,26.1842,127.7558,78.85,78,40,8.05,scattered clouds
637,Touros,BR,-5.1989,-35.4608,80.38,70,1,13.29,clear sky
638,Moa,CU,20.6569,-74.9403,85.1,73,67,10.04,broken clouds
639,Port Macquarie,AU,-31.4333,152.9167,62.49,94,75,17.27,light rain
640,Pingdu,CN,36.7844,119.9464,57.69,84,0,5.59,clear sky
641,Bilecik,TR,40.0,30.1667,54.25,72,2,5.41,clear sky
642,Zemio,CF,5.0314,25.1361,71.98,92,100,1.12,overcast clouds
643,Dangtu,CN,31.5723,118.4928,64.45,80,100,5.95,overcast clouds
644,Tombouctou,ML,20.0,-3.0,96.91,28,0,10.09,clear sky
645,Charters Towers,AU,-20.1,146.2667,66.11,94,42,6.46,scattered clouds
646,Itaueira,BR,-7.6033,-43.0256,100.33,18,6,6.15,clear sky
647,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,78,40,13.8,scattered clouds
648,Akhisar,TR,38.9185,27.8401,61.23,60,1,9.4,clear sky
649,Ponta Delgada,PT,37.7333,-25.6667,75.92,88,40,10.36,scattered clouds
650,Bull Savanna,JM,17.8868,-77.5902,84.42,62,99,7.99,overcast clouds
651,Naron,ES,43.5167,-8.1528,70.65,69,0,11.14,clear sky
652,Yongan,CN,39.6957,113.6871,52.07,78,96,5.37,overcast clouds
653,Kieta,PG,-6.2167,155.6333,76.05,81,100,0.4,overcast clouds
654,Reconquista,AR,-29.15,-59.65,62.62,94,75,9.22,broken clouds
655,Ionia,US,42.9873,-85.0711,82.74,56,40,14.97,scattered clouds
656,Sinj,HR,43.7036,16.6394,57.09,66,2,7.87,clear sky
657,Anuradhapura,LK,8.3565,80.4173,77.38,83,6,10.51,clear sky
658,Miro Khan,PK,27.7599,68.0921,84.72,36,5,6.26,clear sky
659,Shunyi,CN,40.125,116.6453,60.75,94,0,2.24,clear sky
660,Port Hedland,AU,-20.3167,118.5667,62.65,59,0,1.14,clear sky
661,Batemans Bay,AU,-35.7167,150.1833,61.11,97,94,1.48,overcast clouds
662,Encruzilhada,BR,-15.5314,-40.9094,81.37,47,100,10.02,overcast clouds
663,Bilaspur,IN,22.0833,82.15,74.43,95,33,4.88,scattered clouds
664,Quatre Cocos,MU,-20.2078,57.7625,72.09,82,37,15.08,light rain
665,Penzance,GB,50.1186,-5.5371,59.77,79,14,8.3,few clouds
666,Kirkwood,US,38.5834,-90.4068,97.77,50,20,12.66,few clouds
667,Tawau,MY,4.2498,117.8871,73.53,86,100,3.6,overcast clouds
668,General Roca,AR,-39.0333,-67.5833,53.62,32,100,21.09,light rain
669,Mehamn,NO,71.0357,27.8492,46.35,93,75,20.71,broken clouds
670,Zheleznodorozhnyy,RU,55.7503,38.0042,50.61,90,100,4.76,light rain
671,Dogondoutchi,NE,13.6393,4.0287,90.05,49,80,5.17,broken clouds
672,Nova Olimpia,BR,-14.7972,-57.2881,98.24,27,89,5.5,overcast clouds
673,Udachnyy,RU,66.4167,112.4,8.8,98,54,4.41,broken clouds
674,Tavda,RU,58.0425,65.2726,52.66,65,100,5.26,overcast clouds
675,Carballo,ES,43.213,-8.691,71.02,71,0,3.85,clear sky
676,General Pico,AR,-35.6566,-63.7568,62.91,20,23,12.68,few clouds
677,Wattegama,LK,6.7989,81.4808,75.99,81,8,5.3,clear sky
678,Saravan,AM,39.7196,45.6483,62.64,40,78,6.58,broken clouds
679,Tarakan,ID,3.3,117.6333,72.9,100,40,0.0,scattered clouds
680,Chenzhou,CN,25.8,113.0333,64.72,66,16,2.28,few clouds
681,Isangel,VU,-19.55,169.2667,73.62,87,14,7.58,few clouds
682,Sogne,NO,58.0833,7.8167,57.69,88,93,8.81,overcast clouds
683,Cootamundra,AU,-34.65,148.0333,48.94,93,61,12.97,broken clouds
684,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.47,68,9,8.93,clear sky
685,Helena,US,46.5927,-112.0361,63.25,53,0,5.99,clear sky
686,Verkhoyansk,RU,67.5447,133.385,32.34,87,100,13.2,overcast clouds
687,Beringovskiy,RU,63.05,179.3167,41.52,88,100,5.19,overcast clouds
688,Ostersund,SE,63.1792,14.6357,50.61,57,75,4.61,broken clouds
689,Aguimes,ES,27.9054,-15.4461,73.85,76,20,20.71,few clouds
690,Boueni,YT,-12.9025,45.0761,71.58,75,43,10.49,scattered clouds
691,Karwar,IN,14.8,74.1333,76.35,82,100,6.35,overcast clouds
692,Lalibela,ET,12.0333,39.0333,57.65,72,29,6.55,scattered clouds
693,Wangqing,CN,43.3218,129.7634,50.23,95,100,0.87,overcast clouds
694,Qandala,SO,11.472,49.8728,89.6,55,65,8.1,broken clouds
695,Santo Domingo,DO,18.5001,-69.9886,90.03,82,94,5.01,overcast clouds
696,Russell,US,32.3502,-85.1999,94.96,40,0,3.44,clear sky
697,Puerto Penasco,MX,31.3167,-113.5333,85.91,80,30,15.01,scattered clouds
